,id,name,lat,lng,checkinsCount,tipCount,usersCount
335,4fbd5182e4b02cd43d0bf18c,Maida Vale,51.53362966252356,-0.18831253051757812,1756,2,386
336,4cb35316b4b0a35d801560ce,St Augustine's Sport Centre,51.5341141955112,-0.19277083187593125,54,1,19
337,50234d65e4b00d9a1e029aa4,Haggerston,51.53722167979578,-0.06888378276144369,222,0,63
338,4bd70bc0cfa7b713358528da,Haggerston London Overground Station,51.53852806211916,-0.07575631141662598,2797,4,1018
339,4ee3529f7ee55891482c7836,Haggerston Espresso Room (HER),51.539110270140526,-0.07744885997398776,786,15,305
340,4be6d40a2468c92888b50143,Evans Cycles,51.53895258600891,-0.08282816191733822,10,1,7
341,4b45d01ef964a520ab1026e3,Rosemary Gardens,51.53854140853689,-0.08763313293457031,455,4,165
342,4ac518c0f964a5207ba320e3,The North Pole,51.537607,-0.091139,1017,22,465
343,50bb5f0ee4b069aaeb023fed,Costa Coffee,51.53923302966995,-0.09816931648150276,137,4,75
344,4bbc979ced7776b0eacc3f51,Cafe La Divina,51.5393154940675,-0.10269641876220703,516,18,355
345,4c86adfbe602b1f7973fc27a,London Borough of Islington,51.53928602787982,-0.10922263507194847,3341,5,732
346,4c86adfbe602b1f7973fc27a,London Borough of Islington,51.53928602787982,-0.10922263507194847,3341,5,732
347,4e32ebed18a846d7ed0d3c61,Iceland,51.53950234032649,-0.11703014373779297,157,0,41
348,51d94e61498e435559854704,Urbanest King's Cross,51.53948490926667,-0.1252677990756317,436,0,91
349,51d94e61498e435559854704,Urbanest King's Cross,51.53948490926667,-0.1252677990756317,436,0,91
350,4c654fdb5e61d13a2984bb85,Ted Baker HQ,51.53803,-0.132756,246,2,70
351,4d6f88b4edca2c0fe7a153ea,St Michaels School,51.53889044254976,-0.13827476670476388,693,0,11
352,4c6ce8d923c1a1cd4bdf1acf,Camden Town,51.53907526203596,-0.14265060424804688,26512,75,13519
353,52060c92498eaeea9209d6e6,The Little One,51.53987978178299,-0.14783462260604524,61,4,27
354,4b3f71c5f964a520eea625e3,The Albert,51.53876998425168,-0.15253215724162006,708,19,356
355,4b2e246ef964a520f9dc24e3,Primrose Hill,51.53944895575933,-0.1608896255493164,10159,91,5007
356,4b2e246ef964a520f9dc24e3,Primrose Hill,51.53944895575933,-0.1608896255493164,10159,91,5007
357,4b2e246ef964a520f9dc24e3,Primrose Hill,51.53944895575933,-0.1608896255493164,10159,91,5007
358,4acdcffcf964a52015cd20e3,Swiss Cottage,51.542211524878915,-0.17447233200073242,1531,5,480
359,4acdcffcf964a52015cd20e3,Swiss Cottage,51.542211524878915,-0.17447233200073242,1531,5,480
360,4ac518c2f964a52001a420e3,The Salt House,51.537365,-0.183804,720,17,394
361,4bade488f964a52070703be3,The American Car Wash,51.53917535886987,-0.1884305477142334,72,1,44
